"targets","layer","filename","fld_value","units","name","description","layer_gl","path_in","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na"
"AO pressureECO pressureFIS pressureHAB pressureLIV pressureNP pressureSPP pressure","hd_subtidal_sb","hd_subtidal_sb_ken2018.csv","pressure_score","scaled 0-1","Subtidal soft bottom habitat destruction within 12nm","Shallow water prawn trawling (i.e., trawling) in soft bottom habitat as a proxy for soft bottom habitat destruction","hd_subtidal_sb","~/github/ohi-global2017-template/eez/layers/hd_subtidal_sb.csv","rgn_id",,,"year","pressure_score",,TRUE,2016,2017,0.392,0.608,TRUE,,,,2,FALSE
"AO resilienceCP resilienceCS resilienceCW resilienceECO resilienceFIS resilienceHAB resilienceICO resilienceLIV resilienceLSP resilienceMAR resilienceNP resilienceSPP resilienceTR resilience","res_spi","res_spi_gl2017.csv","resilience_score","scaled 0-1","Social Progress Index","Social Progress Index scores","res_spi","~/github/ohi-global2017-template/eez/layers/res_spi.csv","rgn_id",,,"year","resilience_score",,TRUE,2014,2017,0.542841666666667,0.561666666666667,TRUE,,,,2,FALSE
"AO resilienceCP resilienceCS resilienceCW resilienceECO resilienceFIS resilienceHAB resilienceICO resilienceLIV resilienceLSP resilienceMAR resilienceNP resilienceSPP resilienceTR resilience","wgi_all","wgi_all_gl2017.csv","resilience_score","scaled 0-1","Strength of governance","World Governance Indicators (WGI) six combined scores","wgi_all","~/github/ohi-global2017-template/eez/layers/wgi_all.csv","rgn_id",,,"year","resilience_score",,TRUE,1996,2015,0.3357012261947,0.384249716003736,TRUE,,,,2,FALSE
"AO resilienceCP resilienceCS resilienceFIS resilienceHAB resilienceICO resilienceLSP resilienceNP resilienceSPP resilience","hd_habitat","hd_habitat_gl2017.csv","resilience score","scaled 0-1","Management of habitat to protect habitat biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: habitat related questions","hd_habitat","~/github/ohi-global2017-template/eez/layers/hd_habitat.csv","rgn_id",,,,"resilience.score",,TRUE,,,1,1,TRUE,,,,2,FALSE
"AO resilienceCP resilienceCS resilienceHAB resilienceNP resilienceFIS resilience","hd_mpa_coast","hd_mpa_coast_ken2018.csv","resilience_score","scaled 0-1","Coastal protected marine areas","Protected marine areas within 12nm of coastline","hd_mpa_coast","~/github/ohi-global2017-template/eez/layers/hd_mpa_coast.csv","rgn_id",,,"year","resilience_score",,TRUE,2017,2017,0,1,TRUE,,,,2,FALSE
"AO resilienceFIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","fp_habitat","fp_habitat_gl2017.csv","resilience score","scaled 0-1","Management of habitat to protect fisheries biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: habitat related questions","fp_habitat","~/github/ohi-global2017-template/eez/layers/fp_habitat.csv","rgn_id",,,,"resilience.score",,TRUE,,,1,1,TRUE,,,,2,FALSE
"AO resilienceFIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","fp_mora","fp_mora_gl2017.csv","value","scaled 0-1","Commercial fishing management","Regulations and management of commerical fishing","fp_mora","~/github/ohi-global2017-template/eez/layers/fp_mora.csv","rgn_id",,,,"value",,TRUE,,,0.533561107102833,0.533561107102833,TRUE,,,,2,FALSE
"AO resilienceHAB resilienceNP resilience","fp_mpa_coast","fp_mpa_coast_gl2017.csv","resilience.score","scaled 0-1","Coastal protected marine areas (fishing preservation)","Protected marine areas within 3nm of coastline (lasting special places goal status score)","fp_mpa_coast","~/github/ohi-global2017-template/eez/layers/fp_mpa_coast.csv","rgn_id",,,"year","resilience.score",,TRUE,2011,2017,0.591173054587689,0.591173054587689,TRUE,,,,2,FALSE
"AO resilienceHAB resilienceNP resilience","species_diversity_3nm","species_diversity_3nm_gl2017.csv","score","scaled 0-1","Measure of coastal ecological integrity","Marine species condition (same calculation and data as the species subgoal status score)  calculated within 3 nm of shoreline as a proxy for ecological integrity","species_diversity_3nm","~/github/ohi-global2017-template/eez/layers/species_diversity_3nm.csv","rgn_id",,,,"score",,TRUE,,,0.895567955260001,0.895567955260001,TRUE,,,,2,FALSE
"CP","hab_coral_extent","hab_coral_extent_gl2017.csv","km2","km2","Habitat extent of coral","Area of coral habitat","hab_coral_extent","~/github/ohi-global2017-template/eez/layers/hab_coral_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2012,2012,385.977,385.977,FALSE,,,,2,FALSE
"CP","hab_seaice_extent","hab_seaice_extent_gl2017placeholder.csv","km2","km2","Habitat extent of seaice","Area of seaice (edge and shoreline) habitat","hab_seaice_extent","~/github/ohi-global2017-template/eez/layers/hab_seaice_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2017,2017,2017,2017,FALSE,,,,2,FALSE
"CP pressureCS pressureECO pressureHAB pressureICO pressureNP pressureSPP pressure","cc_acid","cc_acid_gl2017.csv","pressure_score","scaled 0-1","Ocean acidification","Ocean acidification pressure scaled using biological thresholds","cc_acid","~/github/ohi-global2017-template/eez/layers/cc_acid.csv","rgn_id",,,"year","pressure_score",,TRUE,1958,2020,0.0342539438440193,0.216239018101789,TRUE,,,,2,FALSE
"CP pressureCS pressureECO pressureHAB pressureICO pressureNP pressureSPP pressure","cc_sst","cc_sst_gl2017.csv","pressure_score","scaled 0-1","Sea surface temperature","Sea surface temperature anomalies","cc_sst","~/github/ohi-global2017-template/eez/layers/cc_sst.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0.161486189128229,0.386982080814959,TRUE,,,,2,FALSE
"CP pressureCS pressureECO pressureHAB pressureLIV pressureLSP pressureMAR pressureNP pressureTR pressure","cc_slr","cc_slr_gl2017.csv","pressure_score","scaled 0-1","Sea level rise","Sea level rise pressure","cc_slr","~/github/ohi-global2017-template/eez/layers/cc_slr.csv","rgn_id",,,"year","pressure_score",,TRUE,1993,2016,0,0.30918954750735,TRUE,,,,2,FALSE
"CP pressureHAB pressureNP pressureSPP pressure","cc_uv","cc_uv_gl2017.csv","pressure_score","scaled 0-1","UV radiation","Modeled UV radiation","cc_uv","~/github/ohi-global2017-template/eez/layers/cc_uv.csv","rgn_id",,,"year","pressure_score",,TRUE,2009,2016,0,0.10844884248626,TRUE,,,,2,FALSE
"CP resilienceCS resilienceCW resilienceHAB resilienceICO resilienceLSP resilienceMAR resilienceNP resilienceSPP resilienceTR resilience","po_water","po_water_gl2017.csv","resilience score","scaled 0-1","Management of waters to preserve biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: tourism related questions","po_water","~/github/ohi-global2017-template/eez/layers/po_water.csv","rgn_id",,,,"resilience.score",,TRUE,,,1,1,TRUE,,,,2,FALSE
"CPHAB","hab_coral_health","hab_coral_health_ken2018.csv","health","proportion","Habitat condition of coral","Current condition of coral habitat relative to historical condition based on hard coral cover","hab_coral_health","~/github/ohi-global2017-template/eez/layers/hab_coral_health.csv","rgn_id",,"habitat","year","health",,TRUE,2016,2017,0.847,1,TRUE,,,,2,FALSE
"CPHAB","hab_coral_trend","hab_coral_trend_ken2018.csv","trend","trend","Habitat condition trend of coral","Estimated change in coral condition using hard coral cover ","hab_coral_trend","~/github/ohi-global2017-template/eez/layers/hab_coral_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2016,2017,-0.3188,0.0767,FALSE,,,,2,FALSE
"CPHAB","hab_seaice_health","hab_seaice_health_gl2017placeholder.csv","health","proportion","Habitat condition of seaice","Current condition of seaice habitat relative to historical condition","hab_seaice_health","~/github/ohi-global2017-template/eez/layers/hab_seaice_health.csv","rgn_id",,"habitat","year","health",,TRUE,2017,2017,2017,2017,FALSE,,,,2,FALSE
"CPHAB","hab_seaice_trend","hab_seaice_trend_gl2017placeholder.csv","trend","trend","Habitat condition trend of seaice","Estimated change in seaice condition","hab_seaice_trend","~/github/ohi-global2017-template/eez/layers/hab_seaice_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2017,2017,2017,2017,FALSE,,,,2,FALSE
"CSCP","hab_mangrove_extent","hab_mangrove_extent_gl2017.csv","km2","km2","Habitat extent of mangrove","Area of mangrove habitat","hab_mangrove_extent","~/github/ohi-global2017-template/eez/layers/hab_mangrove_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2015,2015,55.601458,237.693446,FALSE,,,,2,FALSE
"CSCP","hab_saltmarsh_extent","hab_saltmarsh_extent_gl2017placeholder.csv","km2","km2","Habitat extent of saltmarsh","Area of saltmarsh habitat","hab_saltmarsh_extent","~/github/ohi-global2017-template/eez/layers/hab_saltmarsh_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2017,2017,2017,2017,FALSE,,,,2,FALSE
"CSCP","hab_seagrass_extent","hab_seagrass_extent_gl2017.csv","km2","km2","Habitat extent of seagrass","Area of seagrass habitat","hab_seagrass_extent","~/github/ohi-global2017-template/eez/layers/hab_seagrass_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2012,2012,103.044,103.044,FALSE,,,,2,FALSE
"CSHABCP","hab_mangrove_health","hab_mangrove_health_gl2017.csv","health","proportion","Habitat condition of mangrove","Current condition of mangrove habitat relative to historical condition","hab_mangrove_health","~/github/ohi-global2017-template/eez/layers/hab_mangrove_health.csv","rgn_id",,"habitat","year","health",,TRUE,2012,2012,0.914076782449726,0.914076782449726,TRUE,,,,2,FALSE
"CSHABCP","hab_mangrove_trend","hab_mangrove_trend_gl2017.csv","trend","trend","Habitat condition trend of mangrove","Estimated change in mangrove condition","hab_mangrove_trend","~/github/ohi-global2017-template/eez/layers/hab_mangrove_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2012,2015,-0.000738,-0.000586,FALSE,,,,2,FALSE
"CSHABCP","hab_saltmarsh_health","hab_saltmarsh_health_gl2017placeholder.csv","health","proportion","Habitat condition of saltmarsh","Current condition of saltmarsh habitat relative to historical condition","hab_saltmarsh_health","~/github/ohi-global2017-template/eez/layers/hab_saltmarsh_health.csv","rgn_id",,"habitat","year","health",,TRUE,2017,2017,2017,2017,FALSE,,,,2,FALSE
"CSHABCP","hab_saltmarsh_trend","hab_saltmarsh_trend_gl2017placeholder.csv","trend","trend","Habitat condition trend of saltmarsh","Estimated change in saltmarsh condition","hab_saltmarsh_trend","~/github/ohi-global2017-template/eez/layers/hab_saltmarsh_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2017,2017,2017,2017,FALSE,,,,2,FALSE
"CSHABCP","hab_seagrass_health","hab_seagrass_health_gl2017.csv","health","proportion","Habitat condition of seagrass","Current condition of seagrass habitat relative to historical condition","hab_seagrass_health","~/github/ohi-global2017-template/eez/layers/hab_seagrass_health.csv","rgn_id",,"habitat","year","health",,TRUE,2012,2012,0.855116269050631,0.855116269050631,TRUE,,,,2,FALSE
"CSHABCP","hab_seagrass_trend","hab_seagrass_trend_gl2017placeholder.csv","trend","trend","Habitat condition trend of seagrass","Estimated change in seagrass condition","hab_seagrass_trend","~/github/ohi-global2017-template/eez/layers/hab_seagrass_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2017,2017,2017,2017,FALSE,,,,2,FALSE
"CW","cw_chemical_trend","cw_chemical_trend_gl2017.csv","trend","trend","Chemical pollution trend","Trends in chemical pollution, based on commercial shipping traffic, ports and harbors, land-based pesticide use (organic pollution), and urban runoff (inorganic pollution) within EEZ","cw_chemical_trend","~/github/ohi-global2017-template/eez/layers/cw_chemical_trend.csv","rgn_id",,,"year","trend",,TRUE,2012,2016,-0.0092,0.0332,FALSE,,,,2,FALSE
"CW","cw_nutrient_trend","cw_nutrient_trend_gl2017.csv","trend","trend","Nutrient pollution trend","Trends in nutrient pollution, based on fertilizer consumption as a proxy for nutrient pollution","cw_nutrient_trend","~/github/ohi-global2017-template/eez/layers/cw_nutrient_trend.csv","rgn_id",,,"year","trend",,TRUE,2012,2016,-0.0892,0.1749,FALSE,,,,2,FALSE
"CW","cw_pathogen_trend","cw_pathogen_trend_gl2017.csv","trend","trend","Pathogen pollution trend","Trends in percent of population without access to improved sanitation facilities as a proxy for pathogen pollution","cw_pathogen_trend","~/github/ohi-global2017-template/eez/layers/cw_pathogen_trend.csv","rgn_id",,,"year","trend",,TRUE,2012,2015,0.02,0.02,TRUE,,,,2,FALSE
"CW","cw_trash_trend","cw_trash_trend_gl2017.csv","trend","trend","Plastic trash trends","Trends in trash estimated using improperly disposed of plastics","cw_trash_trend","~/github/ohi-global2017-template/eez/layers/cw_trash_trend.csv","rgn_id",,,"year","trend",,TRUE,2016,2016,0.948171359637508,0.948171359637508,TRUE,,,,2,FALSE
"CWAO pressureCP pressureCS pressureCW pressureECO pressureHAB pressureICO pressureLIV pressureLSP pressureMAR pressureTR pressure","po_nutrients_3nm","po_nutrients_3nm_gl2017.csv","pressure_score","scaled 0-1","Coastal nutrient pollution","Modeled nutrient pollution within EEZ based on fertilizer consumption","po_nutrients_3nm","~/github/ohi-global2017-template/eez/layers/po_nutrients_3nm.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0.263562013034149,0.311551942455564,TRUE,,,,2,FALSE
"CWAO pressureCP pressureCS pressureCW pressureHAB pressureICO pressureLSP pressureTR pressure","po_chemicals_3nm","po_chemicals_3nm_gl2017.csv","pressure_score","scaled 0-1","Coastal chemical pollution","Modeled chemical pollution within 3nm of coastline from commercial shipping traffic, ports and harbors, land-based pesticide use (organic pollution), and urban runoff (inorganic pollution)","po_chemicals_3nm","~/github/ohi-global2017-template/eez/layers/po_chemicals_3nm.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0.272707743319205,0.284173843313486,TRUE,,,,2,FALSE
"CWCW pressureECO pressureICO pressureLIV pressureLSP pressureSPP pressureTR pressure","po_trash","po_trash_gl2017.csv","pressure_score","scaled 0-1","Marine plastics","Global marine plastic pollution","po_trash","~/github/ohi-global2017-template/eez/layers/po_trash.csv","rgn_id",,,"year","pressure_score",,TRUE,2015,2015,0.506981090944546,0.506981090944546,TRUE,,,,2,FALSE
"CWCW pressureECO pressureLIV pressureTR pressure","po_pathogens","po_pathogens_gl2017.csv","pressure_score","scaled 0-1","Pathogen pollution","Percent of population without access to improved sanitation facilities as a proxy for pathogen pollution","po_pathogens","~/github/ohi-global2017-template/eez/layers/po_pathogens.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2015,0.62980128242241,0.630051693121683,TRUE,,,,2,FALSE
"ECO","le_gdp","le_gdp_gl2017.csv","usd","2012 USD","GDP","Gross Domestic Product (GDP) (adjustment for economies trend calculation)","le_gdp","~/github/ohi-global2017-template/eez/layers/le_gdp.csv","rgn_id",,,"year","usd",,TRUE,1998,2011,13147736954,33620684016,FALSE,,,,2,FALSE
"ECO pressureFIS pressureHAB pressureLIV pressureNP pressureSPP pressure","fp_art_lb","fp_art_lb_gl2017.csv","pressure_score","scaled 0-1","Low bycatch due to artisanal fishing","Extent of artisanal fishing (including: artisanal, subsistence, and recreational catch)","fp_art_lb","~/github/ohi-global2017-template/eez/layers/fp_art_lb.csv","rgn_id",,,"year","pressure_score",,TRUE,2007,2014,0.130132458609262,0.132574635506855,TRUE,,,,2,FALSE
"ECO pressureFIS pressureLIV pressureMAR pressureNP pressureSPP pressure","po_chemicals","po_chemicals_gl2017.csv","pressure_score","scaled 0-1","Chemical pollution","Modeled chemical pollution within EEZ from commercial shipping traffic, ports and harbors, land-based pesticide use (organic pollution), and urban runoff (inorganic pollution)","po_chemicals","~/github/ohi-global2017-template/eez/layers/po_chemicals.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0.0605247390861651,0.0613422763749702,TRUE,,,,2,FALSE
"ECO pressureFIS pressureLIV pressureNP pressureSPP pressure","po_nutrients","po_nutrients_gl2017.csv","pressure_score","scaled 0-1","Nutrient pollution","Modeled nutrient pollution within 3nm of coastline based on fertilizer consumption","po_nutrients","~/github/ohi-global2017-template/eez/layers/po_nutrients.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0.0160349943211526,0.0197150004151522,TRUE,,,,2,FALSE
"ECO pressureFIS pressureLIV pressureSPP pressure","sp_genetic","sp_genetic_gl2017.csv","pressure_score","scaled 0-1","Genetic escapes","Introduced mariculture species (Mariculture Sustainability Index) as a proxy for genetic escapes","sp_genetic","~/github/ohi-global2017-template/eez/layers/sp_genetic.csv","rgn_id",,,"year","pressure_score",,TRUE,1983,2015,0.580698529,0.580698529,TRUE,,,,2,FALSE
"ECO resilienceLIV resilience","li_gci","li_gci_gl2017.csv","resilience_score","scaled","Global Competitiveness Index (GCI) scores","Competitiveness in achieving sustained economic prosperity","li_gci","~/github/ohi-global2017-template/eez/layers/li_gci.csv","rgn_id",,,"year","resilience_score",,TRUE,2010,2016,0.520740317428571,0.561984165142857,TRUE,,,,2,FALSE
"ECOLIV","le_sector_weight","le_sector_weight_gl2017.csv","weight","value","Sectors in each region","Proportion of jobs within each sector","le_sector_weight","~/github/ohi-global2017-template/eez/layers/le_sector_weight.csv","rgn_id",,"sector",,"weight",,TRUE,,,1,1,TRUE,,,,2,FALSE
"FIS","fis_b_bmsy","fis_b_bmsy_gl2017.csv","bbmsy","B/Bmsy","B/Bmsy estimates","The ratio of fish population abundance compared to the abundance required to deliver maximum sustainable yield (RAM data and catch-MSY)","fis_b_bmsy","~/github/ohi-global2017-template/eez/layers/fis_b_bmsy.csv","rgn_id",,"stock_id","year","bbmsy",,TRUE,2001,2014,0.328074447783414,2.11,FALSE,,,,2,FALSE
"FIS","fis_meancatch","fis_meancatch_gl2017.csv","mean_catch","tonnes","Fishery catch data","Mean commercial catch for each OHI region (averaged across years)","fis_meancatch","~/github/ohi-global2017-template/eez/layers/fis_meancatch.csv","rgn_id",,"stock_id_taxonkey","year","mean_catch",,TRUE,2001,2014,3.19511301303521e-07,3668.36621484976,FALSE,,,,2,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilience","species_diversity_eez","species_diversity_eez_gl2017.csv","score","scaled 0-1","Measure of ecological integrity","Marine species condition (species subgoal status score) as a proxy for ecological integrity","species_diversity_eez","~/github/ohi-global2017-template/eez/layers/species_diversity_eez.csv","rgn_id",,,,"score",,TRUE,,,0.908493103869095,0.908493103869095,TRUE,,,,2,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","fp_mora_artisanal","fp_mora_artisanal_gl2017.csv","value","scaled 0-1","Artisanal fisheries management effectiveness","Quality of management of small-scale fishing for artisanal and recreational purposes","fp_mora_artisanal","~/github/ohi-global2017-template/eez/layers/fp_mora_artisanal.csv","rgn_id",,,,"value",,TRUE,,,0.558,0.558,TRUE,,,,2,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","fp_mpa_eez","fp_mpa_eez_gl2017.csv","resilience.score","scaled 0-1","EEZ protected marine areas (fishing preservation)","Protected marine areas within EEZ (lasting special places calculation applied to the entire EEZ)","fp_mpa_eez","~/github/ohi-global2017-template/eez/layers/fp_mpa_eez.csv","rgn_id",,,"year","resilience.score",,TRUE,2011,2017,0.02384156037675,0.02384156037675,TRUE,,,,2,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","hd_mpa_eez","hd_mpa_eez_gl2017.csv","resilience.score","scaled 0-1","EEZ protected marine areas (habitat preservation)","Protected marine areas within EEZ (lasting special places calculation applied to the entire EEZ)","hd_mpa_eez","~/github/ohi-global2017-template/eez/layers/hd_mpa_eez.csv","rgn_id",,,"year","resilience.score",,TRUE,2011,2017,0.02384156037675,0.02384156037675,TRUE,,,,2,FALSE
"FP","fp_wildcaught_weight","fp_wildcaught_weight_gl2017.csv","w_fis","proportion","Food provision weights","Proportion of wild caught fisheries relative to total food production (e.g., fisheries and mariculture)","fp_wildcaught_weight","~/github/ohi-global2017-template/eez/layers/fp_wildcaught_weight.csv","rgn_id",,,"year","w_fis",,TRUE,2005,2014,1,1,TRUE,,,,2,FALSE
"HAB","hab_softbottom_health","hab_softbottom_health_gl2017.csv","health","proportion","Habitat condition of softbottom","Current condition of softbottom habitat (trawling fishing pressure used as proxy)","hab_softbottom_health","~/github/ohi-global2017-template/eez/layers/hab_softbottom_health.csv","rgn_id",,"habitat","year","health",,TRUE,2003,2014,1,1,TRUE,,,,2,FALSE
"HAB","hab_softbottom_trend","hab_softbottom_trend_gl2017.csv","trend","trend","Habitat condition trend of softbottom","Estimated change in softbottom condition","hab_softbottom_trend","~/github/ohi-global2017-template/eez/layers/hab_softbottom_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2010,2014,0,0,TRUE,,,,2,FALSE
"HAB resilienceMAR resilienceSPP resilience","g_mariculture","g_mariculture_gl2017.csv","resilience score","scaled 0-1","Management of mariculture  to preserve biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: mariculture related questions","g_mariculture","~/github/ohi-global2017-template/eez/layers/g_mariculture.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.791666666666667,0.791666666666667,TRUE,,,,2,FALSE
"HAB resilienceSPP resilience","g_tourism","g_tourism_gl2017.csv","resilience score","scaled 0-1","Management of tourism to preserve biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: tourism related questions","g_tourism","~/github/ohi-global2017-template/eez/layers/g_tourism.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.833333333333333,0.833333333333333,TRUE,,,,2,FALSE
"ICO","ico_spp_iucn_status","ico_spp_iucn_status_gl2017.csv","category","IUCN risk category","IUCN extinction risk","IUCN extinction risk category for iconic species located within each region","ico_spp_iucn_status","~/github/ohi-global2017-template/eez/layers/ico_spp_iucn_status.csv","rgn_id",,"sciname","year",,"category",TRUE,2000,2016,,,FALSE,"iucn_sid",,306,2,
"ICO pressureSPP pressure","fp_targetharvest","fp_targetharvest_gl2017.csv","pressure_score","scaled 0-1","Targeted harvest of cetaceans and marine turtles","Targeted harvest of cetaceans and marine turtles","fp_targetharvest","~/github/ohi-global2017-template/eez/layers/fp_targetharvest.csv","rgn_id",,,"year","pressure_score",,TRUE,1950,2015,0,2.6725105564167e-05,TRUE,,,,2,FALSE
"ICO resilienceNP resilienceSPP resilience","g_cites","g_cites_gl2017.csv","resilience_score","0 or 1","CITES signatories","Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) signatories","g_cites","~/github/ohi-global2017-template/eez/layers/g_cites.csv","rgn_id",,,"year","resilience_score",,TRUE,2010,2017,1,1,TRUE,,,,2,FALSE
"LIV","le_jobs_sector_year","le_jobs_sector_year_gl2017.csv","value","number of jobs","Jobs for each sector and year","Number of jobs in each sector, region, and year. (livelihoods jobs trend calculation)","le_jobs_sector_year","~/github/ohi-global2017-template/eez/layers/le_jobs_sector_year.csv","rgn_id",,"sector","year","value",,TRUE,1998,2010,0,142186.8832034,FALSE,"analysis_year",,120,2,FALSE
"LIV","le_popn","le_popn_gl2017.csv","count","number of people","Total human population","Human population of OHI regions (used in livelihoods and economies goal to set values for regions with no humans)","le_popn","~/github/ohi-global2017-template/eez/layers/le_popn.csv","rgn_id",,,"year","count",,TRUE,1960,2012,8105440,43178141,FALSE,,,,2,FALSE
